Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
35-44,No,Non-Travel,500 - 1000,Research & Development,< 10 km,4,Medical,1,1662,4,Female,<40,2,2,Manufacturing Director,3,Married,"< 5,000",15411,> 2 ,Y,No,15,3,3,80,0,4,6,3,3 - 5 years,2,1,2
35-44,No,Travel_Rarely," >1,000",Research & Development,< 10 km,2,Life Sciences,1,1664,4,Male,> 70,4,2,Healthcare Representative,1,Divorced,"5,000 - 10,000",26308,> 5 years,Y,No,20,4,1,80,1,13,3,3,3 - 5 years,4,0,4
45-54,No,Travel_Rarely,500 - 1000,Research & Development,> 20km,5,Medical,1,1665,2,Female,> 70,3,4,Manager,3,Married,">10,000",18685,> 5 years,Y,No,25,4,3,80,1,36,6,3, 6 - 12 years,8,4,7
35-44,No,Travel_Rarely," >1,000",Research & Development,10 - 20 km,2,Life Sciences,1,1666,3,Male,40 - 70,2,4,Research Director,3,Married,">10,000",3525,> 2 ,Y,No,24,4,1,80,1,14,3,3,> 12 years,10,6,11
35-44,Yes,Travel_Frequently,500 - 1000,Sales,10 - 20 km,4,Other,1,1667,4,Male,<40,3,2,Sales Executive,4,Single,"< 5,000",10414,> 5 years,Y,Yes,24,4,1,80,0,13,2,4, 6 - 12 years,9,6,7
35-44,No,Travel_Frequently," >1,000",Research & Development,< 10 km,3,Life Sciences,1,1668,4,Male,> 70,3,2,Research Scientist,4,Married,"< 5,000",9867,> 5 years,Y,No,15,3,4,80,2,19,4,4,> 12 years,11,2,9
25-34,No,Travel_Rarely,500 - 1000,Sales,< 10 km,3,Medical,1,1669,1,Male,40 - 70,2,2,Sales Executive,2,Divorced,"< 5,000",3356,> 2 ,Y,Yes,13,3,2,80,1,10,3,2, 6 - 12 years,0,0,9
25-34,No,Travel_Rarely,below 500,Sales,< 10 km,4,Medical,1,1670,4,Male,> 70,3,2,Sales Executive,4,Divorced,"5,000 - 10,000",3921,> 2 ,Y,No,14,3,3,80,2,6,5,3, 6 - 12 years,2,0,4
25-34,No,Travel_Rarely,500 - 1000,Research & Development,< 10 km,3,Medical,1,1671,4,Male,40 - 70,3,2,Research Scientist,2,Divorced,"5,000 - 10,000",25518,> 2 ,Y,No,13,3,3,80,2,10,4,2, 6 - 12 years,5,1,6
25-34,No,Travel_Rarely," >1,000",Sales,< 10 km,4,Life Sciences,1,1673,1,Female,40 - 70,3,2,Sales Executive,4,Married,"5,000 - 10,000",22589,> 2 ,Y,No,11,3,1,80,2,10,2,3, 6 - 12 years,0,0,2
45-54,No,Travel_Rarely,below 500,Research & Development,10 - 20 km,3,Medical,1,1674,4,Female,> 70,3,1,Laboratory Technician,1,Divorced,"< 5,000",24941,3 - 5 years,Y,Yes,16,3,2,80,1,17,2,2,< 2 years,2,2,2
35-44,No,Travel_Frequently,below 500,Research & Development,< 10 km,3,Medical,1,1675,4,Female,40 - 70,2,1,Laboratory Technician,2,Single,"< 5,000",23826,> 2 ,Y,No,22,4,2,80,0,4,3,3,3 - 5 years,3,3,3
45-54,No,Travel_Rarely," >1,000",Sales,< 10 km,4,Life Sciences,1,1676,2,Female,40 - 70,4,4,Manager,2,Divorced,">10,000",21086,> 5 years,Y,No,14,3,3,80,3,29,2,3,3 - 5 years,2,1,2
45-54,No,Travel_Rarely,500 - 1000,Research & Development,< 10 km,3,Life Sciences,1,1677,3,Male,<40,3,4,Manager,3,Single,">10,000",22384,3 - 5 years,Y,No,14,3,1,80,0,23,2,3, 6 - 12 years,7,0,0
35-44,No,Travel_Rarely," >1,000",Sales,> 20km,2,Life Sciences,1,1678,4,Male,> 70,3,3,Sales Executive,3,Single,"5,000 - 10,000",11591,> 5 years,Y,Yes,16,3,4,80,0,21,2,3,< 2 years,0,0,2
<25,No,Travel_Rarely,500 - 1000,Sales,< 10 km,1,Life Sciences,1,1680,4,Male,40 - 70,3,1,Sales Representative,1,Single,"< 5,000",21082,> 2 ,Y,No,11,3,1,80,0,2,3,3,< 2 years,2,0,2
25-34,No,Non-Travel,500 - 1000,Sales,10 - 20 km,3,Life Sciences,1,1681,3,Female,<40,3,2,Sales Executive,4,Divorced,"5,000 - 10,000",16130,> 2 ,Y,Yes,25,4,3,80,1,7,2,3, 6 - 12 years,5,1,2
35-44,No,Travel_Rarely," >1,000",Research & Development,> 20km,4,Life Sciences,1,1682,1,Male,> 70,3,2,Healthcare Representative,3,Married,"5,000 - 10,000",7419,> 5 years,Y,No,14,3,2,80,2,10,2,2,3 - 5 years,2,0,2
35-44,No,Travel_Rarely,500 - 1000,Human Resources,< 10 km,3,Life Sciences,1,1683,3,Female,40 - 70,3,1,Human Resources,4,Divorced,"< 5,000",4167,3 - 5 years,Y,Yes,18,3,1,80,3,8,2,3,< 2 years,2,2,2
<25,Yes,Travel_Rarely," >1,000",Research & Development,< 10 km,1,Medical,1,1684,4,Male,> 70,2,1,Laboratory Technician,3,Single,"< 5,000",20586,> 2 ,Y,Yes,11,3,1,80,0,5,2,3,3 - 5 years,4,1,2
35-44,No,Travel_Rarely," >1,000",Research & Development,< 10 km,2,Medical,1,1687,4,Female,> 70,3,1,Laboratory Technician,3,Married,"< 5,000",26176,> 5 years,Y,No,19,3,4,80,1,7,5,2,< 2 years,0,0,0
45-54,No,Travel_Rarely," >1,000",Research & Development,> 20km,4,Medical,1,1689,2,Male,40 - 70,4,3,Healthcare Representative,4,Married,"5,000 - 10,000",3458,> 5 years,Y,No,15,3,3,80,0,11,2,3,3 - 5 years,3,1,2
45-54,Yes,Travel_Frequently,500 - 1000,Sales,< 10 km,2,Medical,1,1691,4,Female,> 70,3,1,Sales Representative,3,Married,"< 5,000",11740,> 2 ,Y,Yes,11,3,3,80,2,19,3,3, 6 - 12 years,7,7,7
25-34,Yes,Travel_Rarely," >1,000",Research & Development,< 10 km,4,Life Sciences,1,1692,4,Male,> 70,3,1,Laboratory Technician,2,Single,"< 5,000",24852,> 2 ,Y,No,12,3,1,80,0,1,2,3,< 2 years,0,0,0
25-34,No,Non-Travel,500 - 1000,Research & Development,< 10 km,3,Medical,1,1693,4,Male,> 70,3,1,Laboratory Technician,4,Single,"< 5,000",11925,> 2 ,Y,No,20,4,3,80,0,7,5,3, 6 - 12 years,7,5,7
>55,No,Travel_Rarely," >1,000",Research & Development,> 20km,3,Technical Degree,1,1694,1,Male,> 70,2,1,Research Scientist,2,Divorced,"< 5,000",23737,3 - 5 years,Y,No,12,3,4,80,1,8,1,3,3 - 5 years,2,1,2
25-34,No,Travel_Rarely," >1,000",Research & Development,< 10 km,2,Medical,1,1696,2,Male,40 - 70,2,2,Laboratory Technician,4,Married,"< 5,000",11912,> 2 ,Y,No,14,3,3,80,1,15,3,4,> 12 years,10,4,13
>55,No,Travel_Rarely,below 500,Research & Development,< 10 km,4,Medical,1,1697,3,Male,> 70,1,3,Healthcare Representative,4,Divorced,">10,000",20467,> 5 years,Y,No,20,4,3,80,1,19,2,4,< 2 years,0,0,0
25-34,No,Travel_Rarely,below 500,Research & Development,> 20km,3,Medical,1,1698,2,Male,> 70,4,1,Laboratory Technician,2,Married,"< 5,000",13637,> 2 ,Y,No,18,3,4,80,3,14,6,3,> 12 years,11,2,13
35-44,No,Travel_Frequently," >1,000",Sales,< 10 km,4,Medical,1,1700,3,Male,<40,1,2,Sales Executive,4,Divorced,"5,000 - 10,000",7677,> 2 ,Y,No,14,3,3,80,2,6,2,2, 6 - 12 years,3,1,3
25-34,No,Travel_Rarely,500 - 1000,Research & Development,10 - 20 km,3,Life Sciences,1,1701,2,Female,<40,2,1,Research Scientist,4,Married,"< 5,000",20338,> 2 ,Y,No,12,3,2,80,0,10,3,3, 6 - 12 years,9,8,7
<25,Yes,Travel_Rarely,below 500,Sales,< 10 km,3,Life Sciences,1,1702,3,Male,> 70,3,1,Sales Representative,4,Divorced,"< 5,000",25103,> 2 ,Y,Yes,21,4,2,80,1,3,2,3,3 - 5 years,2,0,2
35-44,No,Travel_Rarely,500 - 1000,Research & Development,< 10 km,3,Life Sciences,1,1703,3,Female,> 70,4,3,Healthcare Representative,4,Married,"5,000 - 10,000",14810,> 2 ,Y,Yes,19,3,2,80,1,9,2,3, 6 - 12 years,7,6,7
35-44,No,Travel_Frequently,below 500,Research & Development,< 10 km,4,Medical,1,1704,1,Male,> 70,2,1,Research Scientist,4,Single,"< 5,000",13970,> 2 ,Y,Yes,14,3,3,80,0,6,2,4,3 - 5 years,4,1,4
35-44,No,Travel_Rarely," >1,000",Sales,< 10 km,3,Medical,1,1706,4,Male,> 70,3,2,Sales Executive,4,Married,"5,000 - 10,000",6069,> 2 ,Y,Yes,17,3,1,80,1,10,3,3, 6 - 12 years,9,8,8
<25,No,Travel_Rarely,500 - 1000,Research & Development,< 10 km,3,Medical,1,1707,3,Male,40 - 70,4,1,Research Scientist,3,Married,"< 5,000",17616,> 2 ,Y,No,16,3,4,80,1,5,1,3,3 - 5 years,3,0,4
35-44,No,Travel_Rarely,500 - 1000,Sales,< 10 km,3,Marketing,1,1708,4,Male,<40,3,3,Sales Executive,3,Single,"5,000 - 10,000",15869,> 2 ,Y,No,12,3,2,80,0,10,3,3, 6 - 12 years,8,8,7
25-34,No,Travel_Rarely," >1,000",Research & Development,< 10 km,4,Medical,1,1709,4,Female,40 - 70,3,1,Laboratory Technician,3,Married,"< 5,000",25412,> 5 years,Y,No,17,3,3,80,1,9,2,3,3 - 5 years,3,1,2
35-44,No,Travel_Rarely,500 - 1000,Sales,< 10 km,4,Life Sciences,1,1710,3,Female,40 - 70,3,2,Sales Representative,4,Single,"< 5,000",7439,> 5 years,Y,No,15,3,3,80,0,17,2,2,> 12 years,7,6,7
45-54,No,Non-Travel," >1,000",Research & Development,< 10 km,1,Life Sciences,1,1712,3,Male,> 70,2,3,Healthcare Representative,3,Married,">10,000",3395,> 5 years,Y,No,23,4,4,80,1,25,3,2,> 12 years,15,14,4
<25,Yes,Travel_Rarely,below 500,Human Resources,> 20km,1,Human Resources,1,1714,4,Male,40 - 70,1,1,Human Resources,3,Married,"< 5,000",11585,> 2 ,Y,No,11,3,3,80,1,1,2,3,< 2 years,0,0,0
45-54,Yes,Travel_Frequently," >1,000",Sales,< 10 km,3,Life Sciences,1,1716,3,Male,> 70,1,4,Sales Executive,3,Married,">10,000",24164,> 5 years,Y,No,11,3,3,80,0,25,3,1,> 12 years,5,14,10
25-34,No,Travel_Rarely,below 500,Research & Development,10 - 20 km,4,Medical,1,1718,4,Male,40 - 70,1,1,Laboratory Technician,3,Married,"< 5,000",6217,> 2 ,Y,No,15,3,3,80,3,3,3,4,3 - 5 years,2,0,2
45-54,No,Travel_Rarely," >1,000",Research & Development,> 20km,2,Technical Degree,1,1719,4,Female,40 - 70,2,4,Research Director,2,Single,">10,000",17119,> 2 ,Y,No,11,3,3,80,0,21,2,3,> 12 years,6,8,6
25-34,No,Travel_Frequently,500 - 1000,Research & Development,< 10 km,3,Life Sciences,1,1720,1,Male,40 - 70,3,1,Research Scientist,3,Married,"< 5,000",17360,> 5 years,Y,No,13,3,1,80,1,10,3,2,3 - 5 years,2,1,3
25-34,No,Travel_Rarely,500 - 1000,Research & Development,< 10 km,4,Life Sciences,1,1721,2,Male,40 - 70,3,1,Laboratory Technician,3,Married,"< 5,000",18103,> 2 ,Y,No,14,3,4,80,1,6,2,4,3 - 5 years,2,0,3
35-44,No,Non-Travel,500 - 1000,Human Resources,< 10 km,3,Human Resources,1,1722,3,Male,40 - 70,1,2,Human Resources,2,Married,"5,000 - 10,000",20794,> 5 years,Y,No,19,3,2,80,1,10,4,3,3 - 5 years,2,1,2
35-44,No,Travel_Rarely,below 500,Research & Development,< 10 km,2,Life Sciences,1,1724,2,Female,> 70,3,2,Manufacturing Director,1,Married,"5,000 - 10,000",5041,> 2 ,Y,Yes,16,3,2,80,1,18,3,3,< 2 years,0,0,0
<25,No,Travel_Rarely,500 - 1000,Research & Development,> 20km,1,Medical,1,1725,2,Male,> 70,3,1,Laboratory Technician,1,Divorced,"< 5,000",3622,> 2 ,Y,No,13,3,2,80,3,6,2,4, 6 - 12 years,2,1,2
45-54,No,Travel_Rarely,500 - 1000,Research & Development,10 - 20 km,4,Life Sciences,1,1727,3,Male,<40,3,2,Healthcare Representative,2,Single,"5,000 - 10,000",9697,> 5 years,Y,No,14,3,4,80,0,19,3,3, 6 - 12 years,7,0,9
35-44,No,Travel_Rarely," >1,000",Research & Development,> 20km,4,Life Sciences,1,1728,4,Male,40 - 70,3,2,Manufacturing Director,3,Married,"5,000 - 10,000",5151,> 2 ,Y,No,16,3,2,80,1,17,3,3, 6 - 12 years,7,0,7
25-34,No,Travel_Rarely,500 - 1000,Research & Development,10 - 20 km,1,Life Sciences,1,1729,2,Male,<40,3,1,Research Scientist,4,Married,"< 5,000",3811,> 2 ,Y,No,12,3,2,80,1,10,2,2, 6 - 12 years,0,0,8
45-54,No,Non-Travel,500 - 1000,Sales,< 10 km,4,Marketing,1,1731,3,Male,> 70,3,2,Sales Executive,2,Married,"< 5,000",3536,> 5 years,Y,No,11,3,4,80,1,4,3,1,< 2 years,0,0,0
45-54,No,Travel_Rarely," >1,000",Sales,< 10 km,3,Life Sciences,1,1732,3,Male,> 70,3,3,Sales Executive,4,Divorced,">10,000",5596,3 - 5 years,Y,Yes,12,3,2,80,1,13,5,2, 6 - 12 years,6,0,3
35-44,Yes,Travel_Rarely," >1,000",Sales,10 - 20 km,5,Marketing,1,1733,2,Male,> 70,2,2,Sales Executive,1,Divorced,"5,000 - 10,000",8658,3 - 5 years,Y,Yes,13,3,2,80,3,16,3,3,< 2 years,2,2,2
25-34,Yes,Travel_Rarely,500 - 1000,Sales,< 10 km,2,Life Sciences,1,1734,1,Male,<40,1,2,Sales Executive,2,Single,"5,000 - 10,000",12147,> 5 years,Y,No,15,3,2,80,0,10,2,3,< 2 years,0,0,0
<25,No,Travel_Rarely,below 500,Research & Development,< 10 km,1,Medical,1,1735,3,Female,40 - 70,3,1,Laboratory Technician,2,Single,"< 5,000",12862,> 2 ,Y,No,13,3,3,80,0,3,3,1,3 - 5 years,2,1,2
25-34,No,Travel_Frequently,below 500,Research & Development,> 20km,1,Technical Degree,1,1736,4,Female,<40,3,2,Manufacturing Director,4,Single,"5,000 - 10,000",6670,> 2 ,Y,No,20,4,4,80,0,9,3,2,3 - 5 years,4,1,4
35-44,No,Non-Travel,500 - 1000,Research & Development,< 10 km,3,Life Sciences,1,1737,4,Male,> 70,3,2,Laboratory Technician,4,Married,"5,000 - 10,000",8989,> 2 ,Y,Yes,15,3,4,80,1,9,2,3, 6 - 12 years,8,5,8
25-34,No,Travel_Rarely,below 500,Sales,10 - 20 km,3,Life Sciences,1,1739,4,Male,> 70,1,3,Sales Executive,3,Married,"5,000 - 10,000",3840,> 5 years,Y,No,13,3,3,80,1,10,2,1,3 - 5 years,3,0,2
35-44,No,Travel_Rarely,500 - 1000,Sales,< 10 km,4,Medical,1,1740,2,Male,> 70,3,5,Manager,2,Single,">10,000",4349,> 2 ,Y,No,14,3,2,80,0,21,3,2,> 12 years,8,12,8
45-54,No,Travel_Rarely,below 500,Human Resources,< 10 km,3,Life Sciences,1,1744,3,Female,40 - 70,1,3,Human Resources,3,Married,"5,000 - 10,000",6595,3 - 5 years,Y,No,21,4,3,80,2,9,2,4,3 - 5 years,0,0,3
25-34,No,Travel_Frequently," >1,000",Research & Development,< 10 km,4,Technical Degree,1,1745,4,Female,> 70,2,1,Research Scientist,1,Single,"< 5,000",26427,> 2 ,Y,No,16,3,4,80,0,10,2,3, 6 - 12 years,7,0,7
<25,No,Travel_Frequently,500 - 1000,Human Resources,< 10 km,3,Medical,1,1746,1,Male,40 - 70,3,1,Human Resources,4,Married,"< 5,000",2097,> 2 ,Y,No,14,3,4,80,1,3,2,3,< 2 years,2,2,1
25-34,Yes,Travel_Frequently,500 - 1000,Human Resources,< 10 km,3,Human Resources,1,1747,3,Female,40 - 70,2,1,Human Resources,4,Divorced,"< 5,000",9732,> 5 years,Y,No,11,3,3,80,1,6,0,2,3 - 5 years,2,1,2
25-34,No,Travel_Rarely," >1,000",Sales,< 10 km,3,Technical Degree,1,1749,1,Male,40 - 70,3,2,Sales Executive,3,Married,"5,000 - 10,000",20943,> 2 ,Y,No,19,3,3,80,1,6,3,3,3 - 5 years,2,0,2
25-34,No,Travel_Rarely," >1,000",Research & Development,< 10 km,3,Medical,1,1751,3,Female,40 - 70,3,1,Research Scientist,4,Single,"< 5,000",6152,> 2 ,Y,No,11,3,3,80,0,6,5,2, 6 - 12 years,2,1,4
25-34,Yes,Travel_Rarely,below 500,Sales,< 10 km,3,Marketing,1,1752,2,Female,40 - 70,1,1,Sales Representative,2,Single,"< 5,000",14630,> 2 ,Y,No,13,3,3,80,0,2,3,3,< 2 years,2,2,2
25-34,No,Travel_Frequently,below 500,Research & Development,< 10 km,3,Life Sciences,1,1753,4,Male,40 - 70,4,2,Healthcare Representative,3,Single,"5,000 - 10,000",23060,> 5 years,Y,Yes,12,3,4,80,0,10,5,4,3 - 5 years,2,0,2
25-34,No,Travel_Rarely,500 - 1000,Sales,10 - 20 km,2,Marketing,1,1754,3,Male,> 70,2,3,Sales Executive,1,Divorced,"5,000 - 10,000",3088,> 2 ,Y,No,11,3,1,80,1,12,2,3, 6 - 12 years,7,1,7
25-34,No,Travel_Rarely,below 500,Research & Development,< 10 km,4,Medical,1,1755,4,Male,> 70,4,1,Research Scientist,4,Married,"< 5,000",5586,> 2 ,Y,Yes,14,3,1,80,3,6,3,3,3 - 5 years,0,1,2
25-34,No,Non-Travel," >1,000",Sales,< 10 km,3,Marketing,1,1756,4,Female,40 - 70,3,2,Sales Executive,2,Single,"5,000 - 10,000",10697,> 5 years,Y,No,15,3,4,80,0,13,2,2, 6 - 12 years,7,1,7
45-54,No,Travel_Rarely," >1,000",Sales,10 - 20 km,4,Marketing,1,1757,4,Female,> 70,3,2,Sales Executive,4,Single,"< 5,000",8191,> 5 years,Y,No,12,3,3,80,0,8,1,4,3 - 5 years,1,0,4
25-34,Yes,Travel_Rarely,below 500,Sales,10 - 20 km,3,Life Sciences,1,1758,1,Female,> 70,3,3,Sales Executive,1,Single,"5,000 - 10,000",10092,> 2 ,Y,Yes,20,4,3,80,0,11,2,2,< 2 years,0,0,0
35-44,No,Travel_Frequently,500 - 1000,Research & Development,< 10 km,2,Medical,1,1760,3,Female,> 70,2,1,Laboratory Technician,2,Married,"< 5,000",15963,3 - 5 years,Y,No,14,3,2,80,1,9,4,2, 6 - 12 years,1,0,5
25-34,Yes,Travel_Rarely," >1,000",Sales,10 - 20 km,4,Marketing,1,1761,1,Male,40 - 70,3,3,Sales Executive,3,Married,"5,000 - 10,000",19002,> 2 ,Y,No,13,3,1,80,3,10,2,3,< 2 years,0,0,0
25-34,No,Travel_Rarely,500 - 1000,Research & Development,< 10 km,3,Technical Degree,1,1762,4,Female,> 70,2,1,Research Scientist,1,Divorced,"< 5,000",10007,> 2 ,Y,No,13,3,3,80,1,1,2,3,< 2 years,0,0,0
25-34,No,Travel_Rarely,below 500,Research & Development,10 - 20 km,3,Life Sciences,1,1763,3,Male,40 - 70,4,2,Healthcare Representative,3,Married,"5,000 - 10,000",9128,> 5 years,Y,No,16,3,3,80,1,10,3,3, 6 - 12 years,0,1,7
25-34,No,Non-Travel,500 - 1000,Research & Development,< 10 km,4,Technical Degree,1,1764,2,Male,40 - 70,3,1,Research Scientist,2,Single,"< 5,000",17674,> 2 ,Y,No,14,3,2,80,0,12,3,3, 6 - 12 years,7,0,7
35-44,No,Travel_Rarely,500 - 1000,Research & Development,10 - 20 km,3,Medical,1,1766,2,Male,40 - 70,1,2,Healthcare Representative,4,Married,"5,000 - 10,000",24539,> 5 years,Y,Yes,16,3,3,80,1,15,2,3,< 2 years,0,1,0
35-44,Yes,Travel_Frequently,500 - 1000,Research & Development,10 - 20 km,3,Technical Degree,1,1767,3,Male,<40,2,1,Research Scientist,3,Married,"< 5,000",15587,> 5 years,Y,Yes,16,3,4,80,1,6,4,3,< 2 years,0,0,0
35-44,No,Travel_Rarely,500 - 1000,Research & Development,10 - 20 km,3,Medical,1,1768,2,Male,40 - 70,3,1,Laboratory Technician,2,Divorced,"< 5,000",8952,> 5 years,Y,No,22,4,2,80,3,7,6,2,3 - 5 years,3,0,4
>55,No,Travel_Rarely,below 500,Research & Development,< 10 km,3,Medical,1,1770,3,Male,40 - 70,2,5,Research Director,1,Married,">10,000",19805,> 5 years,Y,No,12,3,2,80,3,34,2,3,< 2 years,0,0,0
25-34,No,Non-Travel,500 - 1000,Research & Development,< 10 km,3,Technical Degree,1,1771,4,Male,> 70,3,2,Research Scientist,2,Divorced,"< 5,000",6194,3 - 5 years,Y,No,15,3,4,80,2,11,2,2, 6 - 12 years,8,1,7
35-44,No,Travel_Rarely,500 - 1000,Research & Development,< 10 km,4,Life Sciences,1,1772,3,Male,> 70,3,1,Laboratory Technician,1,Divorced,"< 5,000",20520,> 2 ,Y,No,20,4,2,80,2,5,2,3,3 - 5 years,3,0,4
25-34,No,Non-Travel," >1,000",Sales,< 10 km,3,Life Sciences,1,1774,4,Male,> 70,3,2,Sales Executive,3,Divorced,"< 5,000",12313,> 2 ,Y,Yes,14,3,3,80,1,15,3,3,> 12 years,14,0,7
45-54,No,Non-Travel,500 - 1000,Research & Development,< 10 km,4,Medical,1,1775,1,Female,40 - 70,2,4,Manufacturing Director,3,Married,">10,000",22308,3 - 5 years,Y,Yes,20,4,4,80,3,27,2,2,3 - 5 years,2,0,2
35-44,No,Travel_Rarely,below 500,Human Resources,< 10 km,3,Life Sciences,1,1778,2,Male,> 70,3,1,Human Resources,4,Single,"< 5,000",5033,> 2 ,Y,No,13,3,2,80,0,10,5,3, 6 - 12 years,7,1,8
25-34,No,Travel_Rarely,500 - 1000,Sales,< 10 km,2,Life Sciences,1,1779,4,Female,<40,1,2,Sales Executive,4,Single,"5,000 - 10,000",25353,3 - 5 years,Y,No,12,3,1,80,0,6,3,3,< 2 years,2,2,2
<25,Yes,Travel_Rarely,below 500,Sales,< 10 km,1,Marketing,1,1780,2,Male,<40,3,1,Sales Representative,2,Single,"< 5,000",4567,> 2 ,Y,No,13,3,2,80,0,1,3,3,< 2 years,0,1,0
35-44,No,Travel_Rarely," >1,000",Research & Development,< 10 km,2,Other,1,1782,4,Female,<40,2,1,Laboratory Technician,3,Married,"< 5,000",16376,> 2 ,Y,No,11,3,2,80,1,5,3,3,3 - 5 years,4,0,4
<25,Yes,Travel_Rarely," >1,000",Research & Development,< 10 km,1,Medical,1,1783,3,Female,> 70,3,1,Laboratory Technician,1,Married,"< 5,000",15999,> 2 ,Y,Yes,17,3,3,80,0,1,6,3,< 2 years,0,0,0
25-34,No,Travel_Rarely,below 500,Sales,> 20km,4,Marketing,1,1784,1,Female,> 70,2,2,Sales Executive,4,Married,"5,000 - 10,000",13402,> 2 ,Y,No,14,3,1,80,2,13,3,3, 6 - 12 years,7,5,7
45-54,No,Travel_Rarely,500 - 1000,Research & Development,< 10 km,3,Technical Degree,1,1786,1,Female,40 - 70,3,3,Manager,3,Married,">10,000",22984,> 2 ,Y,No,11,3,4,80,0,15,2,3,< 2 years,2,2,2
35-44,No,Travel_Rarely,500 - 1000,Sales,< 10 km,2,Marketing,1,1787,2,Male,40 - 70,2,2,Sales Executive,2,Married,"< 5,000",8800,> 2 ,Y,No,14,3,1,80,2,5,2,3,3 - 5 years,2,0,3
45-54,No,Travel_Rarely,500 - 1000,Research & Development,< 10 km,4,Medical,1,1789,3,Male,40 - 70,3,5,Research Director,4,Divorced,">10,000",14218,> 5 years,Y,Yes,17,3,3,80,1,24,3,3,< 2 years,1,2,2
35-44,No,Travel_Rarely," >1,000",Research & Development,< 10 km,3,Life Sciences,1,1790,4,Male,> 70,3,3,Healthcare Representative,1,Married,"5,000 - 10,000",25949,> 5 years,Y,Yes,13,3,4,80,1,15,1,3, 6 - 12 years,8,5,7
35-44,Yes,Travel_Frequently,below 500,Research & Development,< 10 km,2,Medical,1,1792,3,Male,> 70,3,1,Research Scientist,2,Divorced,"< 5,000",11092,> 2 ,Y,Yes,12,3,3,80,3,6,2,2,3 - 5 years,3,2,3
35-44,No,Travel_Rarely," >1,000",Human Resources,< 10 km,2,Other,1,1794,3,Male,> 70,3,2,Human Resources,2,Divorced,"< 5,000",12832,> 2 ,Y,No,13,3,3,80,0,19,4,2, 6 - 12 years,0,4,7
35-44,Yes,Travel_Rarely,below 500,Sales,> 20km,3,Life Sciences,1,1797,3,Male,> 70,3,2,Sales Executive,4,Single,"5,000 - 10,000",13492,> 2 ,Y,Yes,18,3,4,80,0,10,2,3, 6 - 12 years,7,7,7
25-34,No,Travel_Rarely,500 - 1000,Research & Development,< 10 km,4,Life Sciences,1,1798,4,Male,> 70,4,1,Research Scientist,1,Married,"< 5,000",6076,> 5 years,Y,No,19,3,2,80,1,14,1,3, 6 - 12 years,8,7,6
25-34,No,Travel_Rarely," >1,000",Research & Development,< 10 km,3,Life Sciences,1,1799,3,Male,> 70,3,1,Research Scientist,4,Married,"< 5,000",5531,> 2 ,Y,No,11,3,3,80,1,5,6,4,3 - 5 years,3,0,3
35-44,No,Travel_Rarely," >1,000",Research & Development,< 10 km,1,Medical,1,1800,3,Male,40 - 70,3,3,Research Director,3,Single,">10,000",7914,> 5 years,Y,No,21,4,3,80,0,9,3,3,3 - 5 years,3,2,2
45-54,No,Non-Travel,500 - 1000,Sales,> 20km,2,Life Sciences,1,1801,2,Male,> 70,2,2,Sales Executive,2,Single,"5,000 - 10,000",25166,> 5 years,Y,No,15,3,3,80,0,6,3,3,< 2 years,2,2,2
35-44,No,Travel_Rarely,500 - 1000,Research & Development,< 10 km,2,Life Sciences,1,1802,3,Female,> 70,3,1,Laboratory Technician,1,Married,"< 5,000",25605,3 - 5 years,Y,No,17,3,4,80,1,7,5,2,3 - 5 years,3,0,2
35-44,No,Travel_Rarely," >1,000",Research & Development,10 - 20 km,3,Medical,1,1803,2,Male,> 70,4,2,Healthcare Representative,1,Married,"5,000 - 10,000",5696,3 - 5 years,Y,No,18,3,3,80,2,10,2,2,< 2 years,0,0,0
35-44,No,Non-Travel," >1,000",Research & Development,< 10 km,2,Medical,1,1804,2,Male,> 70,3,2,Manufacturing Director,4,Divorced,"5,000 - 10,000",24442,> 2 ,Y,No,14,3,3,80,1,15,6,3, 6 - 12 years,7,1,7
35-44,No,Non-Travel," >1,000",Human Resources,< 10 km,3,Human Resources,1,1805,1,Male,> 70,3,1,Human Resources,2,Divorced,"< 5,000",7129,3 - 5 years,Y,No,13,3,4,80,3,13,3,3, 6 - 12 years,10,3,8
25-34,Yes,Travel_Frequently,below 500,Research & Development,< 10 km,4,Life Sciences,1,1807,4,Male,> 70,3,2,Laboratory Technician,1,Married,"5,000 - 10,000",6208,3 - 5 years,Y,No,17,3,3,80,1,11,3,2, 6 - 12 years,1,0,7
35-44,Yes,Travel_Rarely,below 500,Research & Development,< 10 km,4,Medical,1,1809,4,Male,40 - 70,3,2,Manufacturing Director,1,Single,"< 5,000",4992,> 2 ,Y,No,15,3,2,80,0,10,4,1, 6 - 12 years,3,0,8
